Text,Text_length,token_length
السلام عليكم خوبي اخي أريد أن أسألك لو سمحت ما اسم المكان الذي كنتم فيه على البحيرة وشكرا ,90,29
اللهم صلي وسلم وبارك على سيدنا محمد صل الله عليه وسلم و على آله و صحبه أجمعين ,78,26
أنت راقد وأنا قاعد نتفرج في لي فلوق نتاوعك واحد وراء الآخر المهم صحا سحورك خويا جواد ,85,34
بسيق قدرت نتنفس ماينا خويا خبيب قدرت تدخل لاماكن كيما هاذي ,59,24
والله اللي يعرف يعيش يعرف واللي مايعرفش يروح لاوروبا ويبقى يطبع على باطة نوتيلا والفاهم يفهم ,93,35
دوختني يا جواد ربي يضويها عليك انشالله ,39,18
قريب نصدرو الاجهزة والتكنولوجية الدقيقة للصين وليس عيب نقد الذات فالجزائر برجالها ومجموعة البريكس  ليس بجديدة علينا تحيا شنقريحة وجميع رجال الجزائر الذين يعملون في الخفاء  وقادرين على ملاير ,190,63
 مليون مشاهدة وين راحت رانا مسحقينكم ادعمو هشام في مسابقة سديم ,63,24
انت لي دعمك الدولى مشي تحيات لك بلادنا و منعرفوهش ,50,21
باذن الله توصل لاكبر عدد مع الوقت لي يشوف فيديو تاعك مرة يصبح مداوم عليهم محتوى خفيف ظريف كصاحبه بالتوفيق اخ خبيب ,114,37
جزائر يا أرض المعجزات ويا جنة الله في الكائنات هاذا من فضل ربى ,63,23
هذا مسلسل قاع شرات يعطيك صحة جعفر قاسم ولكل الممثلين ,53,22
 uukq  الحلقة  يديروها على المشاهير ,36,18
راني درتلك أبوني خويا لعزيز راك فوور بزااف فكرتني باياات شابين يا خو ,69,31
معا كل احترامتي كين بزاف ليفوراكور سيرتو بين تغير سيكونس في الحبس بين عساسين تع حبس نتا علبلك بيهم هه خيرت تهدر علي ديدن باش تيفتي تهدر علي برودوي احترام لريضا صحبك عود شوف مليح مسلسل مع كل احترام لك سمير يجب انتقاد الكل بدون العاطفة تبقى وجهة نضري ,249,90
حبيت نشكركم بزاف قادة و ميلود على هاد السلسلة الثقافية الرائعة والله جوزت معاكم شهر رمضان تثقفت فيه نحيت على خاطري معاكم فريمو شكرا جزيلا تستاهلو كل خير ,153,56
كفاكم اتباع فتاوي لا تعلم مصيرها ,33,14
جام قبل مانتفرج والله الثقة فالمنتوج ربي يحفظك محمد جمال طالب ,62,21
اللهم ارحم الشهداء جزائري وافتخر أمة محمد قادمة بإذن الله تعالى وستنتصر وستبهر العالم ,86,34
السلام عليكم ورحمة الله وبركاته فائدة أخي خبيب لاتجوز الصلاة في المساجد التي فيها قبور ,87,26
الثمر الجزائري دقلة نور الجزائرية الأصلية رقم واحد في العالم ماشاء الله عليها ذوقها جميل عسل ومشهوذ بها في العالم ماشاء الله عليها ,131,39
قوة و موش نورمال هه مانيفيكوس ,30,15
مفيدة عداس راكي فالقمة خاصة مع صويلح انا من نقلق نشوفو والله تنحيلي القلقة ولاننسى الناس لعايشه فالبيوت القصدرية ربي يفرج عليكم ,128,48
   هذا فيروس عبودية كي ينتقل بسرعة هذا باين لعبولوا في اعدادات قالك الصدق هه وإخلاص هه هذا فيلم هندوا مش مترجم ,111,43
أيا اسكت على جدي وباركا ما تخرط,31,14
خسارة مفهوم الحب عنا مخالف تماما على حقيقته الناس الفت كتب عن الحب وحنا نشوفو فيه حاجة عيب رغم أن الرسول صلى الله عليه وسلم كان يقول إنه يحب عائشة رضي الله عنها ولا احد احي من رسول الله ,186,57
لن ينساك ربك  سيؤتيك من الغيب أحلاهثم يعوضك بما يليق بقلبك  فـ لا تظن أن دعواتك السابقة والحالية ذهبت سـدى  كلا والله  ما كان ربك نسيا  يا الله يا صانع المعجزات و المستحيلات إرضى قلب قارئ هذا الكلام بما يتمناه عاجلا غير أجلا ,225,90
شفت بلاك  ولا  لي فيديو و عاودت شفت زوج بصح هذا وين سبسكرايبيت مافهمتش وعلاش ما ءبونيتش من الفيديو الاول ,105,43
الموتور نتاع الڤان يهرهر و يرڨص لعلاوي ,39,21
شكون شاف حاجة غريبة فالحيصان دقيقة  يخالي جام ,46,21
من فضلك قصة الانبياء و الرسل شكرا حظ موفق ,42,18
السلام عليكم تذكرو ان رسول الله و حبيبه كان يمر عليه الهلالين و لم يكن له إلا الماء و التمر فالحمد لله على كل حال ,114,35
   سي واقيلا كان يصور فعباد الشمس ولا واقيل الكاميرا تاع خبيب ,62,27
كون غي تلقالي بلاصة تما غي انا وولدي هه كرهت الميزيرية ,55,25
ربي يخلف على لي خسرو سلعتهم ,28,12
من لم يذق مرارة الحياة لا يعرف قيمتها  من أروع التعبير عن المعيشة في الفقر  و تحية خاصة الممثلة و الأخ  صالج ربي يشفيه ,119,45
الصور و الفيديو بالدرون من الخيال خو و الله غير النفس يحبسلك ما شاء الله في خلقه بارك الله فيك جمال راك في القمة إن شاء الله دايمن تقعد فيها ,141,46
اقصم بالله غير مهابل في مصر سورتو انت يا مراد ,46,18
  اغمض عينيك و تخيل انك تمضغ,28,14
سلام كي تحير كامل واش تاكل طيب طماطيش بالبيض بزاف بنين ,55,22
الشي لي لاحضتو انو الشعب الليبي شعب طيب دايما مبتسم ومضياف حفظ الله ليبيا وشعبها الكريم ومشكور الاخ خبيب على الفيديو ,117,40
اعشق الحيوانات وخاصة الطيور والخيول والبغال والابقار كان معانا خير كثير حتى الارانب والنحل  مرض والدي مرض خطير وضل يبيع بلخير ويهدي الاصدقاء حتى افنى كل شي  ,157,54
khalef khalef رحمة على عزيزة ميمتك اشترك في قناتي ,50,20
والحمد لله صبحا وعشيا ليجاد علينا بنعمة الإسلام,47,16
خويا نتا شيكور المحتوى ف الجزاير الله يبارك لي فيديو تاعك عالميين ف المونتاج و التصوير و المعلومات كمل هك bn courage ,117,40
تحية لقادا و ميلود كيراكم مدايرين في رمضان شكرا لكم على كل الجهود المتعوبة في هذه السلسلة ,90,30
الله يبارك افضل محتوى بالحق ينعرف في التلفزيون ,47,17
فظاهرة الكسوف والخسوف وإن أمكن معرفة أسبابها والتنبؤ عنها تدل على قدرة الله على كل شيء وأنه وحده المستحق للعبادة ,113,39
سلافة صديقة جواهر تعجبني تقتل الله يبارك غزالة  ,48,19
والله غير عندك الحق انا هذا وين اني تشوف فيه ,45,14
كاشمير جنة وسط الأرض و ناسها جد طيبيين و نوايا حيا الله المسلمين في جميع بقاع الارض ,84,32
انع دين باباه لي كلا الخفاش جبهو لي ني ,39,17
تقدر تروح كمتطوع عند واحد ثما يبعثلك وثيقة بلي رايح تخدم عندو في مزرعة ولا و تدير بيها الفيزا و كي تروح يستضيفك ثما في دارو و يوفرلك وجبة أكل أو اثنين في اليوم بصح تخدم عندو لمدة هو يحددها و تتحدد في الفيزا و يقولك اكيد قبل ما تروح وشنو هي الخدمة ,247,93
هه أنا سمين شوية بصح نقعد في بلادي منتحركش منا ,47,20
عاشور عاشر و نوري فطرو في رمضان ,32,14
انا روحت لزيامة منصورية رووعة تهبل ,35,14
احبكم يا الجزائر اخكم امريكي مسلم ,34,12
إسم المدرسة لي دار فيها الدورة من فضلكم ,40,14
غيرتني بصح هادي تاع باطل ما تاكلش مع قاع الناس الباطل يبطل الله يسهلك ,70,29
إنشاء تعم الأفراح لكل بلد غير متحرر سوف تعم الفرحة إنشاءالله ,61,22
أنا من المغرب لحاجة الوحيدة لي نتفرج فيها فرمضان هوما هاد شباب تباركة لله عليهم ,80,26
عجبني الفيديو قاع بصح عجبتني نهاية الفيديو بزااف يعطيك الصحة,60,21
يادرا ادا يدير هاد لعام ياربي ويدير ,36,18
فيف اعليك خويا دقيوس و مقيسوس ,30,14
يرحم الوالده اول مرة نطلب منك ونتمنى تقول وش راني رايحة نقولك في اوميقل  تدعمو فلسطين ولا إسرائيل هاذي هيا الكلمة وان شاء الله تقولها وصاي الله يحفضك ونموتو عليك  ,163,58
أنس حبة مفقودة تحيا ليك من سطيف ,32,15
 newland  واش من عايلة قومية واش راكي تقولي ,44,22
مرحبا بك في ولاية باتنة في اي وقت  ,35,13
   شاوي ولد تبسة مكلاه تعرق عليا ياخي باريس وبخلتها ڨربي ناتن والصورة ابلغ من اي تعليق تقول راك داخل لكتاب تاريخ ,113,46
واي بلال وصلوا لخونا بلالk وزيد ضحكنا رانا مغمومين صحيت خويا ,61,28
ربي يرحمو يجعل من اهل الجنة ,28,11
الركوع لغير الله لا يجوز كارثة يركعو ل مولاهم عاشور عند الدخول عنده ,68,26
جام قبل المشاهدة احبك في الله اخي خبيب ,39,14
تحيه طيبة ليك ولأهلنا في اليمن ,31,13
أنا عجبتني اللقطة بزاف تاع كي كان يجري الطفل مع الموسيقى ,57,22
برك لوكان تشدو روحكم و ما تضحكوش على بعضاكم ,44,19
مميز يا انس افكارك مميزة مكانش كيفك زوج مشاء الله نحب تبعك  بالتوفيق لكل الفريق ,80,29
الرسالة هي  gوم ما بقى وقت نوم  ,32,13
الإعلام الحكومي اذا كان الكلام من فضة فالسكوت من ذهب الإعلام الخاص  وأطيعوا أولي الأمر منكم ,92,29
Rayen Podcasteur شحال عندك من عام ولدي _ ,41,16
لي مازالي يشوف فيها في ايدير جام ,33,14
السلام عليك الله يعطيكم الصحة و العافيه والله يوفقكم راكم عجبني بزاف ,69,21
هذاك شداد وقنديل ملقيتش كيفاش نوصفهم كلابقتلوا برهان علاش مسكين ,64,29
مازال كاين شي عباد مايفهموش بلي الحب و الزواج ماشي تمسخير خاطرش الحب حلال ما فيه حتى عيب والراجل لي مايحبش مرتو ماهوش راجل لي حاب يترجل عليها لانو المرأة ما تفهمش بالغليظ ونقولها ونزيد نعاود بلي الراجل مقود ويحب غير عمروا ما يخمش بلي لي جاباتوا مرا ومع اللخر يجرحلها قلبها و ديجا المورال راهو طايح كي الزبل ويزيد يطيحوا خراي هذي مليحة ومازال شي ناس ما يخموش بلي المرا تضحي بزاف في حياتها وتبيع سعادتها على جال سعادة عايلتها وقادرة تتزوج لي ما تحبوش على خاطرهم بصح مهما تدير الله غالب واحد ماراهو يحس بيها وآخر حاجة رآني حابة نقول بلي هاذا مجرد رأي وما يهمني حتى تعليق سلبي وإذا ما عجبكش تعليقي مالا ما تقراهش وإذا كرهت من حقوق المرأة مالا نقولك بلي أنا مرا ونفتخر والحمد لله و ربي خلق الناس سواسية ,698,259
ربي يحفدك هرواح عدنا في مستغانم ,32,16
بالتوفيق العام القادم ان شاء الله ,34,11
عندك مشكل يا اخي انت تقدم معلومات مبتورة مثلا حكاية اوبر  حكاية الرخصة لدخول الاوتوروت  انت راكب سيارة وراح تكري سيارة  خليك سيريو لما تفدم معلومات المشاهد الجزايري لا يعرف امريكا وماذا يفعل بالموسيقى الحزايرية التي يعرفها بصراحة حد الام ام تستعد من فيديوهاتك لانك تفدم معلومات ناقصة مما يجعل الفيديوهات يطغى اعليها التفاهة ,324,107
جميل كلام منطقي مفهوم و هادف و لكن لفئة معينة من المغتربين و المواطنين عامة عن نفسي أرى أن في بلادنا الفقر بزاف  الدخل محدود  معلم في الابتدائية يخلص  ملايين على الأكثر و كراء شقة تتكون من  غرف ب  ملايين على الأقل  يعني المواطن الجزائري الذي لا يملك سكن خاص لازم يبقى ساكن مع والديه و لا يجب أن يتزوج باش يقد يقعد على قيد الحياة  البلاد تبغي لي عنده المال  أخي المغترب قبل ما تزدم لازم تكون قادر على توفير سكن خاص و وسيلة نقل خاصة و مشروع مربح لأن الخدمة عند الدولة أو عند الناس قلعهم من راسك لأن الشهرية ما غاديش تكفيك اطلاقا خاصة اذا كنت وحدك تخدم  يجب عليك فتح مشروع خاص مربح باش ما تندمش على قرارك و لكن اذا كان سفرك هجرة من أجل حفظ دينك و عقيدتك و حفظ أبنائك اذن زدم كيما راك و صبر و تحمل و في الأخير الرزاق هو الله و الذي يرزقك في الغربة قادر يرزقك في البلاد هي كل واحد و حكايته شكرا على كل ما تقدمون دائما نتعلم منكم ,824,280
انا عندي مدما إسمها لينا  ,26,11
هه شفت بزيقة دخلت فيف بزيقاا ,29,16
اخي الله يبارك عليك بصح حبيت نطلب منك ديرلنا تحدي في اسكرام تمنراست تعيش ,73,30
ملڨري من المدية مي تستاهل لايك ,31,14
الف الف مبروك علينا خويا وتحيا حنا  ,36,13
يعطيك الصحة خويا حاجة مليحة تعرفنا على بلادنا بعني نحوسو واحنا في ديارنا ربي يوفقك ,83,35
هه انا راح ليفرونسي حفضتهم في صوتهم نهار كامل نتفرج ونعاود هه رمضان برعاية شاموتي ,82,30
انا مهندس برج بيزا بني عادي لكن يوجد مشكل جيوتقني tassement différentiel اي هبوط جزئي للارض بسبب ضعف التربة و ثقل البرج و تم حل المشكل بانشاء حفر خرسانية حول البرج و تقوية التربة المحيطة بالبرج من خلال renforcement les caractéristiques physiques et mécanique  الان البرج اصبح لا يتعرض tassement  وبقي هكذا ,306,90
باركة الله فيك حمد لله شفتو فرحة كي توحد بين شعوب وضحك ربي يقدرك وشكرا لي عرفتنا بي بلادنا حمد لله بلادنا مليحة بل بزاف وشفتها بعدستك ربي يقدرك ويعطيك صحة وجزاك الله كل خير دمت في رعاية الله وحفضه ,197,79
كيفية تدفع لشراء تذكرة طائرة من انترنات ,40,17
انت أسمك خفوفي ولسانك خفافو هه الله يشافيك صويلح ويطول في عمرك وربي يرحم النوري  نوفمبر ومانملش من حلقات عاشور العاشر ,118,51
صلاح من بسكرة انت   ,20,8
ذرك فهمت علاش برج بيزا مايل ,28,13
هل رزان طلقة هل عاشور تزوج من منينا  ,37,15
   انا طفل  هه معليش اختي ربي يطول في عمرك  دعيلنا معاك الاخت ربي يفرج علينا وساي  ,83,39
داها فباريس سان جيرمان وماتتحسبش مع البارصا ,44,21
خويا جواد مرحبا بيك في تمنراست نستناك نديرو اسبوع بين صحراء تمنراست و جانت ,75,31
الحمد لله جمال كي زرت الولاية لي نسكن فيها لي هيا باتنة ,56,18
جزاك الله ألف خير مبادرة رائعة ربي يجعلها في ميزان حسناتك ,58,23
نحن في انتضارك يا زعيم الكوميدية ,33,14
والله مبدع هه بارك الله فيك  ,29,13
جبتوها جبتوها والحلقة هذي هردتوها ياخويا ياخويا ,48,23
ماشاء الله بلادي شابة بصح محقورة من الحكومة ومن الشعب في زوج الحكومة تسرق الدراهم والشعب مخصوص ثقافة التحضر والنظافة والحفاظ على بلادهم ,136,42
مرحبا صديقي لا تهتم بالتعليقات بعضهم يحبون طمس الجزائر هم خونة للوطن مرحبا بك نحطوك فوق رواسينا بلادنا بلادك ,109,42
توقيت وكتاش تلعب محبوك سمير راك تزيد غير تطور توقيت ,52,25
ربي يرحم نوري او يشفي صويلح ,28,14
اكثر من رائع اليوم كتاشفتك فيدواتك خالوطة بنينة  موفق ,54,26
 npjcern  اقسم بالله غير نتوما موسخين و تقعدو موسخين قتلك شفت القبايل بعيني يرمو الزبل في كل بلاصة حالها حال الولايات الأخرى و الا ما أمنتنيش نبعثلك فيديوات ,157,63
هه كي راح للمدينة و دخل للديار فارغين قلبي خرج خفت فبلاصتوا حسيتوا شغل فيلم تاع ليزومبي ولا اشباح ,98,38
العقل المدبر هو الفرنسي اليهودي جاك بينيت مؤسس الأكاديمية البربرية في باريس سنة وهو من رسم علم البربر سنة والصق عليه رمز قبائل الدوغون الافريقية عبدة الشياطين وأطلق عليه إسم الرجل الحر وهو عبارة عن سحاليات ,206,66
اقوا ميساج لناس لي مايحسبوش حساب لخوتهم لبنات كما تدين تودان ,61,26
اعجبني هذا المقطع هذه أول مرة اتابع قناتكم لقد ظهر لي المقطع خلسة ,66,23
رايحة نخدم شابعة ضحك فطريق  يعطيكم الصحة تنحيو على القلب ,57,23
         فقد كنت الوفي وكفاك فخرا وإن صفت الحياة عليك فاحذر,59,34
تعرف الشرق الاوسط وين جاي وحنا وين جايين,40,13
ربي يوفقكم بما فيه خير لكم و للجزائر يا ربي آمين ,49,20
   يرحمو ويشفيه فنفس الوقت حي ولا ميت ,38,19
من أحبه الله حببا عباده فيه  وأنا والله أني أحبك في الله ,57,21
كي كانو الاعبين يلعبو بالحرارة ماشي كيما دك يتمهبلو ,52,22
عيب العالم التالثشوفي مع الغرب جامي يدخل مع لغتهم لغة وحد اخرى ,63,23
جواد خليتني نعيش معاك اللحظة هه ,32,17
ما شاء الله على بلدي الجزائر ,29,9
بارك الله فيك و الله فيديو مؤثر ,32,10
حناكنا يوجعنا وانا مالقيت حتى واحد نسلم عليه نعيط في,52,21
رمضان سحور رقم  صحا سحوركم ,27,15
اغلب المسلسلات الجزائري فيها حوالي  حلقة عموما ,47,18
المهم ان شاء الله تكون بخير ,28,9
كل دولة عندها خصائصها وجمالها لكن تبقى الجزائر اجمل الدول  ,59,18
ربي يعاونك خويا جواد افضل انسان عرفتوا مشاء الله ,49,17
خاوتي بزاف نحبكم فالله افضل زوج عباد فالسوشيال ميديا فاللجزائر ,63,26
و الله كل يوم نشوفو  ,21,8
وش معناها تيوزداي هاذي لي يظل يقولها لماريا ,44,18
والله ان اريد نروح نسافرك معك مرة واحد لاني منعرفش بلادي ,57,20
دير في بالك نهار تتحاسب  نصف الدين هو تلقاه,43,17
كاين أخت في العاصمة متهلية في خوها كبير فاقد عقله  مجنون تبكي و تقول بلي ما قدرتش توفرله حفاظات حجم كبير لأنها الله غالب ما تخدمش و تحلف انها ثلاجة و ما عندهاش نتمنى سكان العاصمة يساعدوها بالحفاضات انا ساعدتها لكن بمبلغ قليل  الله غالب حتى انا ماشي خدامة عطيتها من دراهم المصروف لي بغا يساعدها نعطيه معلومات و اتصلو بها و لي يقدر يروح يشوف حالتهم و يتأكد انا الله غالب نسكن بعيد بزاف عليها ,390,133
واللهي ياجماعة لحظة صدق بعيدا عن العاطفة هشام ملك اليوتيوب الجزائري ,68,28
ربي يجازيك انك انسان ذو ضمير ما شاء الله حيث رمضان والغربة لم تفقدك الوزن كما افقدتك المسؤولية وهذا المشروع فعلامات التعب بادية عليك ان شاء الله في ميزان حسناتك وحسنات والديك ,175,55
دقيوس لكذب عندو كي صباح الخير ولحيلة عنوانو ,44,17
عندي  حسابات للاربعة مدايرتلك فيهم ابوني ماطولش برك علينا موفق ,63,27
  عندك الدليل على هاد الهدرة ,29,16
ربي يوفق خويا ويوفق الجميع لما يجبه الله ويرضاه ,48,19
 الله يبارك عجبتني الهدرة تاعو سيرتو كي يجيب كلمات بلفرونسي اللي كيما انا يخبطلنا جام ولا كش كومنتار شباب  ,107,39
كلام في الصميم وتقشعر منه الأبدان في نهاية رجعت نسمعه وكل ما نسمعه تطيح لي دمعة  ,81,31
من يسمع كلامك في آخر الفلوق يعرف بأن الحياة جميلة بوجود جواد ساحر القلوب ,73,24
هه تفرجتو  مراات ماكرهتش روععة عمي مولاي ,41,20
عيدك مبارك اخي جواد ربي يحفظك ويجازيك خير الجزاء وكون انا وياك وجميع المؤمنين من اهل الجنة مزيدا من النجاحات وفعل الخير بتوفيق ,127,44
مريم شفتها كل يوم بإشهار نتاع أوبتيلا ,38,19
الله يرحم الشيخ ووالديك ووالدي ويحفظنا وأولادنا وزرياتنا والمسلمين اجمعين ويخرجنا من هذه الدنيا علي خير ويحسن خاتمتنا اللهم آمين ,129,46
ZENO AMV يقصد نموت على الباطل يبغي الباطل ,42,19
مكان حتي بلاد اصلي منها وعفتها جبها من تموشنت الي تلمسان,56,21
ما هي أوصاف دقلة نور ومن يؤكلها ,32,14
جماعة الديس لايك وكيلكم ربي وكيلكم ربي  ,40,19
شكون قتلني تانييعطيك الصحة والعافية والسلامة وراحة البال يارب  ,63,22
انتيك بصح يعلمك بالقطرة كان يخليني نمد,38,17
الله يبارك خويا جمال والله نشوف لي فلوق دياولك صح خلوي وحلاوتها الاومبان يا خويا ياخويا ,88,35
كان النوري راجل صالح الله يرحمك يا النوري ,42,16
مستوى راقي جدا و بعيد و نقي مشاء الله عليكم ,44,17
   هه اعمري زيدت فيها شوية ياخي ,32,18
سلسلة بزاف واعرة الله يبارك عليكم الشبيبة ,42,16
نسال على الحب يا الفاهم يداوي,29,12
الله يبارك راك معاه سواسوا تستاهل جام ,38,16
ابو فلة جزائري هه راك فور خويا ,31,16
تحيا ليك خويا جمال من المغرب و الجزائر ݣاع ,43,16
تموشنت مرحبا بيك عنا فصيف تبحر هه ,34,16
حطك السيد في غريس عند سيدي موسى انا اصلي من غريس ,49,19
قادة دخلتها بطا بيت ومنعرف مفهم والو خويا غير بشويا خويا ,57,23
مافيني أتكلم معك شاعور لي سمعها وراهو يضحك لايك ,48,22
خاوتي ندير فيديوهات راح تعجبكم ديرولنا ابوني برحمة على ولديكم عندي غير هاد لقناة ,81,31
مات مسكين في اواخر ادعوا لو ربي يرحموا ,39,19
سبحان الله كان عندنا وحد كيفو حمر وصفر ,39,14
تبالي هدا كلاش للمغاربة وللجزائرين علا سبان لي راه كل يوم بناتهم جاهلية هيا تاع دروك المسلم يسب اخوه المسلم  ,109,40
اذا نتا جاتتك يقلو البنان غريبة حنا مرة كلينا البنان مع الطعام ,63,23
حتى انا من كورونا راهي دايرة حالة ,34,13
دقله نور في بسكره وفي واد سوف وأنا عندي دقله نور في واد سوف أفضل بالأخص إلي مش مسقيه بالماء بنتها وحدها تشرب الماء من تحت الأرض العروق واصله إلى الماء ,151,49
راك في عين براهيم صراحة بلاسة تهبل روعة بزاف فصيف وشاطئ فيها خيال ,66,27
كاين غير  مش  صحح معلماتك ,26,13
شكون جا يتفرج بعد ممات النوري ,30,12
يعطيك الصحة خويا الله يبارك ربي يحفظكم إن شاء الله ,51,19
جيت من باش نشوف سكينة تاع دار لفشوش  مبعدا لقيت مروكية تمثل معاهم ,66,27
اللهم صلي و سلم و بارك سيدنا محمد صلى لله عليه و سلم ,53,18
راني زعفان راني دخلها شمة ودخان راني زعفان مانيش شباب كي شروخان حاكمني فقر دم وراني ناكل في طيحان حلمت نطير كي باتمان وندير الخير كيما سيبرمان الله غالب مدروش فيا مان ود لمريكان راني زعفان دحمان صاحبي سرقلي كيتمان مشفتهمش من داك زمان مهوش يبان خايفني نزعف ونولي غضبان مي قلبي بيض وتوجور فرحان راني زعفان متنساوش ديرو جام ,321,131
ويجيه مهند من سوريا بأغنية دق الماني دق الماني وتي رشرش,55,22
لا إله أنت سبحانك إني كنت من الظالمين ,38,16
حول البيروقراطية السائدة خرجنا بنتيجة واحدة هي نفس النتيجة,58,18
عاشور غلط في الهدرا عندو زوج بنات ,34,14
تشبه للجزيرة لي مثلوا فيها مسلسل حكاية جزيرة  بلاك اي هي ,57,22
 jsoxpko  مراة مغربية لحم و سلعة عالمية تصدر لكل عالم ,54,25
كثرة مصطلاحات غير معروفة جعلتني اشعر اني اغرق في مستنقع ,56,23
لي راه يعاود فالبرنامج تاع  يقولي بيسك البرنامج تاع  قرعة بالبصل  ,66,25
وين راهي السلسلة مالقيتش الحلقات  ,34,15
هه هه هه والله غير كارثة ,25,11
توحشناك يا خويا وينك والله ليوتيوب بلا بيك صامط بصح غير قولي صح نت من باتنة ولد بلادي تعيش رد عليا ,99,39
زعما علقت هكا باش تبان تعرف وخاثر في الفن ياودي رووح ,53,22
اه يامات سكان مملكة توحشت هذي يامات  وجماعتي لي مثلت معاهم ,59,25
هدا الفيديو في تمنراست رايع  ,29,12
الله يحفدلكم والديكم إدعولي نجيب البيام بمعدل الذي أريده إنشاء الله ,68,25
كميرا كاشي مليحه مي لي يقدمها يعي  ,35,16
يا رب اشفي عمي صالح شفاء لا يغادره سقما وجع العمي بلاحة من اهل الجنه ,69,28
وقتاش تجرب تروح فواياج لتركيا  تركيا راهي شابة ,47,22
السوق ههههه نيفوصي نت وشطارتك وانا الخبرة تاع الدلالة نطير,58,23
يال اللغة العربية كم هي مسكينة  ,32,10
ماشاء الله خبيب يخصك تزور دولة الفيتنام ,40,16
تعجبني صراحتك وبالمثل أنا ثاني نكون صريح معاك شخصيا أنا نقصر الثوب وما نقصرش السروال علا خاطر هذ فهمي للحديث ومانيش نافق لأنك نتا استعرفت بالتقصير وقلت ما نيش نقص نتبع في المودا برك هذي لي ما عجبتنيش نتا تبان ناس ملاح وشخصية ظريفة ومحافظ على صلاواتك ودينك هذا يعجبني بزاف وربي ينجحك في حياتك ويدوم عليك الضحكة واسمحلي على الأسلوب القاسي هذي طبيعتي مش كره ليك ولا حاجة ونصيحة من معجب ما تنساش تاكل غير اللحم الحلال لتم وتجنب الصحبة السيئة ,438,169
شكون راه يتفرج فيه في هه ,25,11
هادي غيباتوحشناكم بزاف نتوما نجوم اليوتيوب ,43,20
اول حاجا صحا عيدك وكل عام ونت بخير ثاني حجا جمعنا الله واياك في الجنة ان شاء الله ,82,29
هل يمكنك أن تسافري الى لوس انجلس LA و كاليفورنيا الجميلة  جزائري في كاليفورنيا  Beautiful city CA ,98,34
الله يبارك واصل اخي الفاضل اتمنى ان اكون معك في السفر ,54,19
 oiyfrnf  ثنكيو رنيا وانا بعد اتشرف فيك ,40,21
الله يبارك في ماتعمل وربي يوفق ضيفك في مشواره وان شاء الله المزيد من التطور  ملاحظة صغيرة حط امام ضيوفك كاس ماء من باب لما يهدرو بزاف يشربو وكل التوفيق لكم ,156,57
مراد اودية العالمية يضحكني كيفاش يحكي ,38,16
هذاك لي ديما يمثل دور مراة يقتل بالضحك ,39,18
تخيل كيفاش راهي بلادنا لوكان كل زواج يصرا بدون مصاريف و خسارة دراهم في التفاهات تاع العرس و الدراهم يروحوا للفايدة بزنس و مشاريع   لوكان راهم اغلبية الرجال ناجحين و دايرين دراهم  لوكان مايحبسوش هادوا العادات و التقاليد تاع الهبال ليراهي مضيعة و مخسرة دراهم الشباب و مصعبة الزواج  هاد البلاد محال تتقدم  ,303,113
علاش ماديروش هدي بدي تاع دقول قاد يبان بعد دقول ميولد يبان بعد دير يقدلم لكم تبان في زوج ,89,35
حليب انا افتخر افعل  ساعة في السيارة ,37,14
احسن قناة في العالم ولد بلادي ,30,10
ديرولنا الحلق مع العصر إذا تقدرو ,33,14
خوي ماشاء الله عليك جواد  كمل راك لقيت مجال اروع والله ,55,20
أيا وكيفاه مديرولناش على الدين ولا الديانات ,44,16
العام الجاي ان شاء الله صح رمضانكم وصح عيدكم ,45,16
و مع ذلك تدخل تتفرج فيها و تاخذ الوقت باش تعلق و تكتب ,54,17
برافو عليك نفس تخمام هه والله خاطيهم تمتيل ,43,16
علاش مادرتش معا كريم تتوالمو فوور نتوما زوج ,44,19
فيديو ممتع و مختلف جدا  ,24,10
سلام عليكم خاوتي أنا متتبعيكم الأوفياء أشكركم كثيرا على محتوياتكم شكرا جزيلا أتمنى لكم أن تكملو على هذا المنوال ,112,40
هادا آخر موسم من زووم نورمالمون ,32,13
مشاء الله خبيب رب يوفق  ,24,11
سبحان الله نتا كنت نشوفك عند عمر بالعتروس في القبة كي شغل شايفك بصح معلاباليش وين بصح دوكا كي عاودت تلاقيت مع الفيديو تاعك شفيت وين شتك ياخويا واش نقولك راني نسال فوطو معاك لابغيت زعما كي تلحق القبة قول لتبسي يعيط لموح ,219,86
هه عجبتني تاع تربيلو الكبدة  ليلة نبات نسمعلو في حسني ,54,24
اجمل بلد في العلم هيا يفوقي تحيتي لكم من المانيا ,49,17
ماشاء الله عليكم الحماس و الحيوية الله ابارك ,45,15
جواد شحال مربي تستاهل كل خير ,29,13
ربي يرحمك يا نوري ويجعلك من أهل الجنة إن لله وإن إليه راجعون ,61,24
والله دقيوس ضحكتني هنا في كواليس اكتر ,38,18
شكرا على ترويج السياحة في بسكرة ,32,12
حسب معلومات من الصحافة  فان صالح اوقروت سوف يعود قريبا وهو في احسن حال الحمد لله ,81,26
بشوي عليه ختي بشوي برك هه هه ,29,16
بلاد ميكي كل السفارات لخدمة شعبهم الا نحن لخدمة معارفهم و عائلاتهم و السرقة  ,77,30
ناس ملاح بصح تموت على التعري ,29,12
الحمد الله على سلامتك مالڨري فيديو قديم خوفتنا عليك ,52,17
ما شاء الله ما شاء الله ,24,8
