Text,Text_length,token_length
 sep and now  sep ,18,7
J r a dire machallah machallah ,31,10
Lokan ghir djit radjal nokhrodj nhawass hakda halaa ghayartounii ,65,26
Salame vraiment chapeau  aandek une très grande motivation  ,60,15
Bsh lokn gir mhkitch la dyna hdik psk rak trwaj liha wrak tonchr fiha flvd hda ,79,32
moi je le regarde an cor ,25,8
Toop mon frère kaml hka lah yfdk w rabi ystrk ,46,20
Killing it bro video incredible keep it up ,43,10
Je suis libanais et jadore tes vidéos continue comme ça ,56,14
Allah yarhmou min ahl el djena inchalah ya nouri mais cest formidable ,70,20
belle plante sur ci tu veux discuter tete poser je laisse mon sanapechat benisgood ,83,20
Khoya tojer toope de toope hadik hiya hlawtha khoya tiha ou noda rabi ywafe ,76,30
ya kho intro dyalk owa GL ,26,10
Je préfère passer ma vie à côté des oiseaux que de rêver un jour jaurais des ailes ,83,22
Salut je suis français hier soir jai fait un rêve ou jetais venu vivre en Algérie et tellement cétait beau je pleurer je voulez savoir si il ya des temple genre le dessin animé tah aladin mdr parce que dans mon rêve il yavais des temple avec des écriture arabe cétait trop beau je pleurer ,289,68
Mais on la dit cest pour le troll x ,36,11
Yatek saha pour ce que tu fait ,31,10
   je ne suis pas marocain visiblement ta rien compris depuis ton jeune age on essaye de te faire apprendre une histoire qui est fausse va voir sur les cites historiques fixer par la fondation mondial le maghreb unis autre fois c etais le meme pays appeler maroc et de deux avoir un regime royal n est pas mal comparer a ce qui va se passer chez vous juste une question que pense vas se passer lorsque bouteflika sera mort pk l algerie ne retire pas les fonctions de boutflika car elle essaye de pousser l enivitable ,517,120
Vous faites du très bon contenu merci ,38,9
Good luck Jawad Salam from Morrocco ,36,11
Alach mahdartouch ala Bitcoin w les crypto Money ,49,13
Hhh hh hh tu maa tuée ,22,10
   keyen basah rare beezzaaff howa hez men eladiya wo el adiya fi blasa pizzeria kima hadi ihtimal kbir eno haloof watch out ,125,42
JE SENS QUE CETTE RENTRÉE VA ETRE UNE PURE SOIRÉE ,50,21
Ki tawed trouh and hmed olo yahkilek la lcox zera hadik wech kan fiha moteur w kifeh hkaytha bech twefat ,105,39
Jadore tes vidéos et jadore ta personnalité bon courage nchalah ki lyoum nchofok ris bmartak o drari Tstahal kol khire ,119,37
Merci Djamel davoir Visiter Ma ville la prochaine fois ce sera un partie de chasse sous marine a lile noire   ,110,27
raha jama ou malonsitana walo mgbila ou n dakhl kharaj ri bach natfarjlak ,74,27
Youre a godamn GENIUS The acting  script comedic timing everything was on Point ,80,19
Nchla nnjo ga moi aussi bem ,28,11
oui les Falcons de roffi on a mange ,36,11
Bessahetek khouna et awnouni bli les abonnes et mrc ,52,18
That was very cool  Im jealous now ,35,10
Laja chaba fi ramdan hiya zoom ,31,12
khouya khoubai c super ce que tu fais c magnificos bravo continues ,67,19
nta fekartni f cadeaux madholi waed nmado l madamto kannet tarra maya howa fi yato makhalasli ahwa w zid ali madholha bla hachma tawedt adit ana l cadeaux doka w mazel yestena fiya nrucupirilo drahmo hh yamat zman hh ,217,74
Bsahtek khouya laziz rak fort laouba lina inchalah mais makanch li awena w wgaf mana andna rabi ,96,35
The best duo of all time  ,26,8
 snin fe siyem jdida Hhh ngasar mak wlh la nabrik ,50,19
   quand tu descend tu vois que je reviens sur ce que je disais jétais juste vraiment aigri ya  ans lol ,104,31
Excellente vidéo intéressé par la formation merci ,50,12
men béchar l taghit il ya kmmerci pour la video ,48,16
Thanks for the effortsthis series is firee ,43,12
Les zohme ta wlh yakHoya boncorage ,35,15
Tu nous vends du reve hala bshtkom ,35,12
Jawed oui mais sahbou non parasite ,35,10
Jai le coeur qui se serre cest un travail simple mais au même temps de très haut niveauje félicite tout le monde et de speciales salutations a Djafar Qasem with love ,166,40
Wlh tstahelo mlyoun moutabaa khouty alahe ywfakom nchlhe ,57,26
Ps la fin de lépisode est très réelle donc elle est réellement drôle ,69,17
Achor archer saison samta bla swileh ,37,13
Really the content of your channel is wonderful and i personally enjoy very much watching your videos and i feel that i have really visited all the places that you take us to through your videos thank you  keep progressing and shining and i am very proud of you as an Algerian  i wish you success ,297,60
Ah non mais pas de souci ,25,8
Bravo oo derto haja jdidaa et très intéressante ,48,14
Bashkra jaya f thal lala labas  ,32,13
Franchement chapeau bas tu parle bien et tu es très belle en tu met le hijab bravo ,83,22
Nafrah ki nchof vidieo taek wlh kho rabi yahafdek ,50,22
Bravo bravo bravo profitez bien de la vie et de pays vous êtes très heureux et on est content pour vous ,104,25
Rak gadabha a la bien a khoya jawed ,36,13
Bonjour wekkelt likom Rebbi loukane tweqfou zoum Heya bezzaf chabba w nmoutou bedahk Wellah ghir tnehina zaf et diqet elkhater merci bcp a toute l équipe et longue vie à zoom ,175,60
I cant believe this is such amazing content here shot by you Definitely worth checking out for wildlife and wildlife photography enthusiasts ,141,24
Please keep posting more videos and stories of your jungle safaris ,67,14
   ghi skott tkhmamna kifkif w slkah lhiiH les vlogs w swlh yeéH ,65,31
Bay ridge area is the place I use to live for almost more than  years and you can ask all the Arabs who lived there from s I lived also at th AV and  street on the front of the church OUR LADY OF PERPETUAL HELP nice to meet you brother you are so kind now I am living in Colombia PALMIRA VALLÈ DEL CAUCA the Algerian most Latino in the world Salam ALAYKOUM khouya laaziz ,371,95
je vien de découvrire votre chaine you tube je suis tres heureuse de lavoire découvérte vous êtrs éxéllent mon frére bonne continuation dalger ,143,38
Khawti ana ndir les covers l zedk edekhlou choufou w mdouli raykom  ,68,25
I love your cycling landscape Insanely beautiful ,49,11
  une chance sil vous plaît ,28,8
Tony ta raison mais cest vidéo son cool aussi ,46,11
Merci mon frére pour cette magnifique balade BRAVO BRABO BRAVO et bonne continuation ,85,21
I really love your video thank you for showing our beautiful country ,69,14
Pour moi ghorba fi bladi ghrib sans visa broken heart in my country is this homeless ,85,22
Lokan dahmit ain oussara nrahbo biik nchalh nas djelfa amo biik ,64,25
Baraka allah fik rak chowetna hh ,33,10
Bâ moi je lécoute en et je vais dire que ça ma pas du tout manqué ,66,21
thank you for the amazing podcast  pls make more  good luck ,60,15
Am an ENTP A  actually yeah am a good debater and analyser but i have an issue when it comes to reaching to the right ressources i always try to bring a lot of ressources as possible thats why i think that i need a j to help me in organisation and selecting the right ressources  ,280,61
CV hmd et bien ihi kif akith le film nni daghen mais netta yenayid d les amis kan d les amis kan CV et amis inu machine ,120,38
yatik asaha w rabi soubhanou ywafkak inchaallah ,48,19
Oui  second mli mm ana khdmt bih ,33,13
Kon ri fyo fi tlifizoyn khir ml rmala li rahom darinha ,55,22
ses normaux il est TROP COOL SES MON CONNAR ADDORER ,52,17
mashallah w allah ybarek w rabi ybaad lik elin ,47,18
Zoom zoom tfarjt ghiir zomm jadore ,35,13
je ss pas comment les algériens nabonne pas cet chaine wooww cest magnifique nouvelle abonnée  bravvoo frere ,109,32
W derwk rah rib  milion nchlh ,30,13
Mais la différence ici est que même si tu as  ou  enfants en France et que tu es un bon bosseurs etou tu as fais des études cest très facile daccéder aux écoles privées musulmanes Jai des exemples concrets devant mes yeux et ce nest pas un luxe Par contre lécole privée en Algérie même si tu as le meilleur diplôme et que tu es salarié jamais de la vie tu ne pourras scolariser tes  ou  enfants dans des écoles privées avec le niveau de vie algérien,449,108
Abla is a beautiful girl among them  ,37,10
kima ygoulek lmarra ljaya matenssech techkor ljomhour xD ,57,22
Your piece of advice came at the right time I really do appreciate your words ,78,17
Allah ybarek daymen positive w tadhak allah yarzak nchalah wysahalak hyatak ,76,24
As long as it makes u happy doesnt matter what other people say bshtak mourad ,78,20
setlit zoom tai mekatib kijat dala marwa le harika te bo redaa hanoda kelima wega harha kan ytir fesma dz dz dz  ,113,37
Bravo bravo bravo vraiment yatikoum saha léquipe ,49,13
RiP old mourad kont dir ghaya ,30,11
I have never seen this level of content here,44,10
Montage montage montage  Bn continuation Frere  abonneé  rani Men lala tader tGoul ,83,25
Salem cest comme uber en france ,32,8
Ah fatal bazooka  de bon délires sur leurs musiques que ce soit celleci ou parle à ma main  on était insouciant on écoutait nimporte quoi  de bon souvenir ,155,44
Li dartouh am li fat tkhalsouh ,31,14
De plus ça sera dautant plus dopportunités de créer des ponts avec le monde arabe notamment professionnellement On a davantage besoin de parler larabe pour communiquer avec les pays frères que dapprendre le français quon a déjà et qui ne sert finalement quà travailler avec les pays francophones ,296,59
Ahh lépoque où jétais en cm cétait la saison  de fortnite moi et mon pote on était à fond dans fatal bazooka je men souviens mon pote faisais tout le temps  ,157,42
Bssahatkom les vacances malgré le Corona ,41,11
what is the editing program you are using  ,43,10
Ellah ywfakom khouti foort bezzef comme tjr ,44,18
Naetik berk un petit conseil chghol mliha zaema kima olt hadik lala khdidja tol hada sommet tae lakouker li rani fih ak chayef ,127,42
Allah yahafdak hkoya djawad oggazz sig ,39,15
   mercii enfin quelquun qui la tel et en place avec un fait réel ,66,21
ay hihem tbarklah lik bzf ouk mne maroc ,40,15
Un des meilleurs épisodes excellent continuez comme ça ,55,12
Mí gusta mucho voilà il suffit dun rien pour être heureux avec les moyens de bords un peu dimagination et surtout de limagination on est bienle nom de la chanson  please ,170,40
   Épinglez les morceaux de texte copiés pour quils nexpirent pas après  heureÉpinglez les morceaux de texte copiés pour quils nexpirent pas après  heureÉpinglez les morceaux de texte copiés pour quils nexpirent pas après  heure ,229,72
Et les femmes  Elles sont ou  ,30,10
Thanks man your comment is very encouraging ,44,9
Ya pas de problème Rana hena Bent yema gouraya neelmouk kebaylia ,65,20
yakho podcast asse bss rajolna decor l dim ,43,15
sincèrement chapeau tu nous donne lespoir que lAlgérie a des belles choses on a mare des vidéo négatif qui on rendu notre vie sans espérance merci frère Djamel et bonne continuation un respect a ton égard merci ,211,50
sadaka maluon dinar wala mille  kifkif ,39,15
Vidéo fih  minutes kifech reft beli waar bzf ,45,16
Fouad Assami rooh rooh ltikejda walah ma tendam ,48,19
Tu peux le créé en même tant que tu sois étudiant soi a la CMA soi CCI  si tu es a paris je te conseille la CMA ils peuvent te crée lauto entreprise cest mon expérience personnelle et hemdouleh cest rapide ,206,49
Merci énormément pour votre temps et davoir partager avec nous vos magnifiques expériences ça donne lespoir et encourage beaucoup de jeunes algériens  bonne continuation were proud of you all ,192,39
Jai hâte nchouf la vidéo daprès rendezvous vendredi ,52,14
I think bb is coming hh ,24,8
Jespère quil yaura une suite pour cette nouvelle année ,55,13
Rghis wlh un bon comidien chapeau ,34,13
Khouya rpd f insta lah yafta lik nchlh wela khalili tn facebook ,64,22
Hicham dn et groupe lahlou makanch mnah owaaoo ,47,19
Salem djalel tres belle video bonne continuation fakhr el djazair stp j ai une question selon toi quel est la meilleure carte visa pour un voyage ,146,34
All your videos are very beautiful that is why you are requested to keep giving such good videos thank you sir ,111,23
 llnfexm  awdi hawsi la lfic tai khatch manich ader nhder alaise hna ,69,29
Ah Ya Jawed you missed Hrira Bourek and alb Ellouz within family atmosphere Next year Inchallah God willing ,108,25
Keep going bro i like what u do ,32,10
Ana jazayri ou wlide wlayti houwa rajel ,40,16
et merci bcp pour les podcastes hadou ,38,12
You just got a subscriber keep it up man ,41,11
 on occident Amérique Europe le client il sent manger batal meme si tu peye il font leur service mes on arlgerie tu peye trop chère me le restaurateur il crois que tu mange batal je vait pas généralisé il ya les bon et les mauvais par tt ,238,56
Merci beaucoup Djamel kiwritlna had paysage ,44,13
yakho semaheli besahe hena les algirien ki nekono wahedna nahdero mea koleche hh ,81,29
   ça marche par contre faudrait une adresse ,45,13
I wish i can do this like youu its just perfect hh talgah talgah hh ay jabtha f sky chwiya hh ,94,29
Bravoo  léquipe fort fort fort ,31,11
enorme ca me donne espoir dans les lol XD ,42,14
Je suis à la moitiée et franchement pour une première expérience un bon travail keep going ,91,21
Ya kho ana tani baghi nani aya li andah t ybili ,48,18
Rabi yhfdQ jamal mn bechar viva lAlgérie ,41,16
Enfin une vidéo courage pour la suite cest toujours grave drole ,64,14
Yas Ser même  fiha crb ,23,10
toute  la cote jijilienne jusqu a bejaia splendide ,51,17
Rebi yaafdek khoya Djawed keep doing it bro  ,45,15
Ki hdart la dz o iPhone c nrml rak f dzayer ,44,17
yo show us the woman you marry you and your fellow musarabs ,60,16
La Suisse Je dirais louest des USA En Suisse il y a beaucoup de glaciers et lacs ,81,21
I hope you found your self you have positive energy can reach everyone because you are the source of this energy you must not waste yourself in the vortex of life all the best for you  ,185,38
Rabi yjazik  koul video ndiwlek nchalah ,40,17
Les hamiche kima errassoule etaek ghire enikahe w enike les hommes  femmes ,75,25
slt djawed  kidayr application tmounti biha les vlogs ,54,19
sahbi walah tasha takoun man listar ,36,12
Ma zadtch o la roho professeur o yekhlass m hadi lhaja li khelat,64,21
bayen meskine ki lelou ke méssage ta ebssouh mel khedma ghadni Wa ALLAH REBBI maak khouya ,90,36
el gouba toujours ji hlouwa hahaha bsahtek kho p ,49,17
Les principes mach en arabe c pour ça tarjmouha w zid hna hadratna mach mafhouma darouha l les autres pays arab bah yafahmouna Ida tfarjouha Oum lkhir ki badlouha jabou actrice bzf bien au point win masmatatch la série Slimane tt options bah ybaynou la vérité li Kayna f les villages Bali makanach les médecins w aussi bah ydirou haja chwiya dahak bah yokhorjou man drama l la comédie série bzf mlihaa w hada wach salat bladna man wra nass mlah city une série bzf moutarma w mliha man tt les côtes ,498,145
Oui il faut un registre commerce et une situation fiscale pour libérer la marchandise et un paiement de taxe de douane ,119,26
Nhar li tlagt lvid chfth w ktbtlk cmntr ki jit nrslh la cnx ratli tmak tfkrt lvideo taak t internt la la la snn video chbb w nchlh tzidlna des vlog haka ,153,59
   mercii bcp khoya laziiz ou rabii yahafdekk inshallah ou yatiik ma tetmena que dieu te bénisse ,97,37
Merci Beacuoup Ramzi et Bon Courage  ,37,11
Jetais au HangarGym Franchement projet original et hayla ,57,17
Dont call peapel in there color ,32,9
Bonjour oui faut le faire avant lexpérience de ton titre au moins  mois avant en fonction des Rdv à la préfecture ,114,28
dommage de voir tous ces touristes et x qui vont polluer la savane alors que cest une région magnifique ,104,25
Thanks khoyia djawed la had l video whay you dont speek english we need to learn english pleaas ,96,26
Two Face justement c pr ça rani nsaksi eske nakder nakhdem biha khadma special ,79,25
   hh Nti tani amani Sobhan lah ,32,15
Marhba marhba rakom f bladkom les portes ouvertes en Algérie pour tout le monde ,80,23
Absolutely agree with wild spaces shrinking or being completely wiped out ,74,13
svp frr malich taboonili adamo wlid bladkom ,44,16
Good job brother Good luck for the future ,42,10
Morad balo rah fi ALG hrag fo ,30,11
Oui c vrai chfna ghir les chanteurs w les youtoubeurs f les produits ta had lam où sont les vrais acteurs ,106,31
Katerlna m had les videos w rebi ywafek hbibi ,46,19
barak Allaho fik fekartni fi yamet zman o  mois men Adnya tajri ,64,23
YesI like to visit your countrycoming soon ,43,11
Et comme nimporte jkif du pnl ,30,11
Chokran akhy djawed kont fi new York we tmenit natlaa mak nta wela lokman dz me malich rabi ma ketebch ,103,36
Yatik saha khouyaje viens de découvrir ta chaine wallah guir sa fait plaisir de voir des jeunes algériens comme sa redonne de léspoir Bonne continuation ,153,39
Inchallah allah ya akhi bladi laziza ,37,12
Ya kho makhalit hâta balasa  ,29,11
Il faut du courage et de la persévérance  Chapeau bas ma belle ,63,19
Naarfek sahbi kount teskoun maya f ikamat amir abdelkader ,58,22
Après ila hed la femme kanet dayra hsabat kayen rebbi ykhelles mais derb maydjib ghir El machakil w le respect yrouh donc kifech tekder tich avec quelquun quand il ny a plus de respect ,185,56
Excellent video Kenneth really enjoyed it ,42,8
Kon kayan mnak giir kon triglat alge hh hafdQ Mohamed thiyati lik  ,67,22
Mdrr tssema fi balek nfilmi kolech ,35,15
Use im handsomhunny man not beautiful  beautiful just for females ,66,16
just a notemina kinda speaks quickly thats why she stutters alot or maybe she was a bit not relaxed she needs to work on that u guys r using a lot of french we understand it yess bsh we need change we want English cuz almost all of us r englophones soo yeah ,258,62
Vlog hayeeL ykhosseQ brQ dir video ki tkon toM hh ,50,21
Kamel abdat samet mayarfch ga yeleb ,36,15
Baraka el lahou fik  ouafakaka ellah ,37,15
Nouri un vrai comédien lah erahmou et on souhaite un prompt rétablissement à notre grand artiste salah ougrout ,111,29
God Im so in love with u  ,26,9
Khoya wine nadare nsibe group familiale bache nrouhe Ana w wldi lhad tahwissate ,80,26
Merci pour le vidéo et bonne continuation ,42,9
Ahahha des barres moi aussi Mdr ,32,12
Tekoul selal emrou medekhel lécole hh ,38,14
Mon frer chapati li klito hh tahRicha bark ma klitich lhoutt we hwayj okhraa ,77,29
Hada win fhemna le film ta achour achar imedlou zite dahmaneus batel sa veut dire franca depuis des année yedou pétrole ,120,35
Je viens juste de me rendre compte que quand FB traduit Big Ali il fait des traductions littérales qui veulent absolument rien dire mdr ,136,30
je sens que ce covid va etre une pure soirée ,45,12
That is so fake its hilarious ,30,8
Nloiu wwh bien que le but soit le même que celui que je vous êtes ,66,20
Nchllh why not  narbhom b score rani has kach    ,49,19
Top hbb mlia haka ywli dna wahd f bldna kima nti kml hbb nchlh twsel win Rak hab ,81,33
Yaoya yaoya nice edit habit brk ngolk ki tro lblad awl bach dir la music tahom fel edit Kima Hak Tzid Chwya Thaafa ta music f les vlogs tawk Yaik saa wnchlah tzid dirlma les vlogs f kach boldan wdorin ,201,67
Bonjour frère et merci pour ces informations Sil vous plaît pouvezvous me parvenir votre compte Facebook ,105,19
Bravo mon frère Nta normalement tfout f télévision,50,12
So beautiful video i love to wathing this kind of nature animals super ,71,16
Chkoun li rah ychouf fih f ,27,12
 w apropos de toi vraiment magnifique khouya mohammed vs vivez une vie magnifique avc ces voyages et tout w ref berk beli ntebek w tferdjt ga les videos taek w bon courage pour lavenire mon frere yhefdek nchlh ,210,59
Arwou tahlab chah mazalikoun dhniya slavayel ,45,18
tbg  lol tu ma tuer ,20,10
hicham rani tabonite fl lachan tak ,35,13
ya moh ki tasbar lvan b couleur wadokhra matroch tbadel carte grise  ,69,20
Hak k Normalement vidéo ta minimum  minutes ,44,11
This is only my first time watching this show So glad someone special told me about it I didnt understand anything but now on episode  I feel so happy that theres another season of this show ,191,39
   chra visa mais kifeh golelna tich ,37,17
Its a very very nice vlog ,26,8
hta wlft bikm ntoma litfrhoni ki nod zfan ,42,17
YatikKk saHa vraiment haja mliha bazZ,37,14
Rakom tbanou afdine l podcast Hbb ,34,13
Kan khasna des videos haka ndhali f youtube ndor mansibch li ywajahni mrc la hadho les conseilles et bon courage w nchlh yji nhar ncommenti w nglkom wsalt win kont baghya ,171,54
im very proud of you bro ,25,8
mdr comme le grand pere dachille  ,34,10
Chapeau à monsieur djaafar gassem ainsi à ces grands artistes  ça reflète exactement notre situation  Bravo ,108,27
Mon ami jawed  Tabarka Allah saufs quil faut que  tnakas mina edahik  sinon impec ,82,26
Wlh ghir mrid hh ohibuka f llah akhi ,37,17
 sedeni ghir hessit ki chghoul rani ltém  ,42,16
you have to promise us with another adventure ,46,10
zad DH Officiel chkon man campchevalier ,40,13
hram alik rana saymin tchahit hadak jus avec les glasons hemm ,62,20
Enjoy your staying there dont forget to make videos with and be safe ,69,15
Lah ybarek fikom w yatikom saha ,32,13
Bjr jai rien contre la religion  moi même je porte le foulard je suis contre le harcélement et les commentaires négatifs contre les femmes dans la rue pratiqué par certains iDIOTS quils soient jeunes ou agés NASS WASLA Lelqmar wahna hada icrititiqué fi hada ,258,67
Anta ya waldi ahsan min safir diplomatie ,41,14
Cest tout ce que je regarde au mois de ramadan meilleur programme bravo ,72,17
Pourquoi serpent comme nom de famille et pourquoi musulman quand on est kasar ,78,16
Lénergie positive en personne rana nestenaw f la suite ,55,14
Y a pas de troisième saison ,28,8
Baraka Allah ou fik de répondre à tout le monde Merci pour ton sens de la générosité ,85,22
Djamel Rani mak hbb w rabi ywafak chouf ain mlila rak tela moteurs temak w afair ,81,28
Mercii de me faire voyager a travers ton contenu keep going and stay safe ,74,17
 Radah cest mon choix et cest ton avis ,39,11
hh ahh ya rab hh keep it up bro ,32,12
Premierement  yatikom saa  et deuxiement rana haybin le format long ,68,20
   me pire cest que ça devrait être laissons nous allez laissons nous allez ,76,21
   yung mavu mavu flow freestyle mais telechargiha men googl makanch fi youtube ,80,25
increadible vlog like everything is perfect the film making cinematics scenarios and the country to however happy for you man bigfan since moulod video ,152,31
Ont dirais la Chine tbadlet avant cétait pas comme ça ,54,16
La musique a FLOP car a  il dit pain au chocolat au lieu de chocolatine  Voila jai dit ceux que pence tout le monde ,116,31
Tellement le vlog jbni  on dirait que j  ai moi même voyagé une journée en Amérique BATTLE ,91,27
rani abonit kbal manatafraj video ,34,12
Les meilleurs époques cest les anciennes dommage Maintenant les générations cest ntmfdp que des insultes mais avant cétait incroyable ,134,29
ki ada tjrr toop rabi wafaek et dawilk ateros inchallah ,56,20
Et pis nous les arabes on fait pas de hiking et on part seulement aux hotels super chers Oo okeey ,98,25
Très bon travail wlh je vous supporte  ,39,11
wsh les commentaires  en Anglais on est entre Algérien ou entre anglais jcomprend plus ,87,22
Had le pod cast est une formation gratuite  Des informations et des secrets de travail nchallah rabi ywafkek  ,110,26
Ça cest de la musique légendaire et ultra bien ,47,13
khoubaib un grand aventurier  à travers toi on découvre le monde  rabi aaounek la famille ,90,26
Djamal arwah zorna fi lborj  ndyfok andna ,42,19
You guys are amazing promoting our beautiful country is the best way youre doing ,81,16
Hg has a b in the future and the new York ,42,13
Je suit la dakhalni mek ana ktar mnk fatmahbiyl ,48,18
Karim est devient mo idol  yatikoum saa mes frères ,51,15
İts good I love NY i wish i can visit this magnificent Country Specially in winter enjoy Mourad ,96,23
Ana man lmaghrib ntabak akhoya tebarklah lik ow lah yafadkom ,61,23
Hhh Besah hadi monia machi numidia rahi fi kolea meskina ,57,19
Je suis de la bonne génération ,31,8
Au fond du car scolaire LOL et aujourdhui je mambiance tout seul xD ,68,18
fan from morocco  we love u ,28,10
Mon commentaire était accès sur lidéalisme quil a sur lAlgérie et de dire que cest mieux de faire grandir ses enfants làbas pour Tarbya Alors que cest mille fois meilleure si on le fais à létranger dans une école privée musulmane  ,231,55
Mustapha Elainz Lah yslmk frr bien sur lAlgérie w le Maroc blad wada Vive Nous les Maghrébins ,94,31
The best ever papa ymout lik H f la télévision ytfaraj fik ta ki yjiw dyaf ypresentik w yotlhoum les vidéos li yjbouh ,118,40
Pff yayi rak thwes dahk zama  ,30,13
Hatoo fomaa bann lik konn hezwinn makk Montassir de Maroc bro good luck ,72,25
On dis paix à son âme ,22,9
Machalah alik alah iwafkak  vous avez du caractère alah iberek oum mahdi Alger ,79,25
vs etes un vrai aventurier laissez moi un comentaire et merci p la video que vs m avezDevine saha ramdankoum ,109,30
   khlas fhamna ya chkoupi houwa daha ,38,18
man how i wish I could quit my job and come work for you ,57,16
Rihla mowafaka akhi lkarim macha allah ,39,16
You are a symbol of success and excellence Your sister from Oran Bless you djawed and lokmane ,94,22
Bro you still too young to say this  You can by at least  years acheive the unachievable  Be hopeful please ,108,28
Fi khatri nabonné membad ndésabonné continuellement hta nkoun ana le numéro  million parceque Djamel Fort ,106,31
Mouchkil skhana Kan andak la durite mateoba hh ,47,16
Hhh jbtni ta rouge à lèvres  Tes Un vrai artist Mourad ,55,18
 salem mon frère Tony bravo kho tu le spécialiste de ces spécimens rare heureusement dans notre région la Omar la carotte et nasser la choux fleur  ,148,34
ennorme plaisir kho méme ana j voulez meublé mon t alouli kayén wahéd f cherraga ani rayeh nchoufou le dimanche ,112,35
le meilleur youtuber ever je t adore ,37,11
Aheya djamel jit hetta ll seddouk we matlaitch bikk khessara khessara ,70,28
El etrous rahou Familia El mazouzi tana D ,42,15
Kalha dakyous katar la tounadi hh ,34,14
Hello sister iam Algerian from Oran and IAM going Pakistan u can come with me ,78,18
Extazzy_GFX doù tu dis que cette musique ce de la merde  c juste que toi t née avec le rap old shcool couillon  ,112,35
djamel diroulna initiative ta tachjir tekhroj chaba ,52,17
je suis un californien de Sacramento dorigine Kabyle il faut savoir que les Américains sont de caractère a noter lorigine des citations quelle que soit la provenance et origine hindous Krishna Catholique Pharaonique ou autre donc poser vous les bonnes questions observation les musulmans sont la communauté la plus détester en Amérique personne ne les aiment ainsi les hommes arabes et musulmans épouse les femmes Américaine dultime dernière zone cest les restes rejeter de la société la Vérité fait mal mais ya que la Vérité qui compte Courage ,545,114
Jolie vidéo bravo et bonne continuation ,40,9
Merci pour ce podcast magnifique Nadia est adorable ,52,10
And the covid capital as well ,30,8
Jai commencé à suivre vos podcast depuis un moment et je vous encourage a continuer des questions pertinente avec interventions de vos invités enrichissantes,157,26
Weld bladii madabina Ntalok nchl l M bon courage a tt Nchl  ,60,23
yes engines or water pump I have this one and an other one over there I am currently preparing that land  Oh you want to plant the land ,136,31
kisaamoha lghonya li darha ma tali jmaa ,40,16
tu e le meilleur djamel rebbi yhafdhek kho ,43,16
macha allah khouya djawad kont nchoufk ki kan ndel K ABONNE NICE JUST KIP DO VIDIOS ,84,31
Semih F Men Baed Nolek Wach Manetha ,36,14
Yesamouk dir vlog wakhdakhour bessif snn Kane chebab ,53,19
Thank u for the love im here anytime ,37,10
Theyre both great I recommend tossing a coin ,45,11
Ouii tlm super rabi yjibliQ chifa l_QrchQ mdr ,46,22
Next time come to nalla malla ,30,9
Toop les meilleurs comme d hab ,31,9
MachALLAH magnifique tes video akhi lALGERIE que JAIME ,55,17
Chim Chim ARBL Malak Parkeer my parents are from Alger ,55,15
Messag vrai chebab daroo kolach bch yrohoo oo lhaja sahelaa mdrohach lpasport hh ,81,29
Djamel bonjour  Je suis Hakim Laalam le chroniqueur du Soir dAlgérie Ayant acheté tout récemment un  vieux rêve un T de et ayant entamé sa restauration je suis tombé sur vos vidéos Je trouve votre travail magnifique Votre enthousiasme contagieux Et moi la vieille branche je suis franchement heureux de savoir quun jour mon pays sera régénéré réoxygéné par des gens comme vous Ne changez rien Cest juste un régal ,413,99
Everything about this video is   The wide variety of animals the amazing landscape the calming relaxing soundtrac I loove it Only animal I didnt see or that I missed is the rhino Otherwise the rest of the Big  was captured ,223,47
Message à M Jawad Je mappelle Fouad dAlgérie Jai un besoin urgent de communication avec vous demandez à vos assistants de répondre au message le plus rapidement possible ,170,36
Parmi les meilleures youtuber fdzayer chikor wlh ,49,16
les hommes la kabyle fière de toi ,34,11
Lea Falconnat En fait Gradur ce nest pas du rap faut arrêter de croire tout ce quon vous dit et Fatal Bazooka ce nest pas du vrai rap par définition je peux te comparer du vrai rap et celui là et tu verras quil y a une grande différence ,237,56
nothing comes easy but dont give up,35,8
   alors quoi de neuf à propos de visa étudiant pour les ÉtatsUnis ,67,19
Hwari khir menk ila nta rajel rod ,34,13
Kada w Miloud Rabi yhfdkoum nchlh ,34,15
Sebastien Mora jolie citasion oué ta grave raison ,50,13
just down right fing amazing i hope one day i can do something like this ,73,17
Quel ville d algerie cette endroit  Barak allah fikom ,54,16
Its a trailer of one day xD ,28,9
Chkoun ali rah ytfraj doka ya khouya ya khouya ,47,19
Qmfuo longk xjo auprès du service public ,41,13
The next abo Falah bro nta lahuma barik toop ,45,15
djawed atina name ta application ta iblah ,42,12
LA NATURE EST UN LECON POU L ETRE HUMAIN ,41,15
Je voulais t informer qu il ya un Trail infernal de  km ou  km en septembre dans les Vosges si tu veux t inscrire laisse moi un msg ,132,35
 khouya laziz verifier vedeo wela cnx wseyi ,44,18
Koti laziz moumkin tacharki maaya Rabi yahafdak ,48,17
Juste énorme la vidéo les jeunes sans filtres ni rien spontanéité total bsehtkom ,81,22
Literally the best content creator ever ,40,9
Yla momkin tmdlna des conseils pour vloges sur insta ,53,17
Djemes andha  mn kolt win rah hda ma banch ydra ,48,20
Rako datouna douda ta achwa  ,29,11
OKAN Pas OKLM Gaming et Il faut demander la permission pour aimer une chanson ,78,18
Jadore je sais que Awad il va se marier avec abla ,50,17
Jaime ghir batl dir jaims mzayrin g haka  ,42,17
